Year,Cohort,Female,Male,Total,Year
2016   33,1982,1031.03     2,86.14,3117.17,2016
2016   34,1982,1080.03     2,240.83,3320.86,2016
2016   34,1981,1103.03     2,167.47,3270.5,2016
2016   35,1981,1128.03     2,221.84,3349.87,2016
2016   35,1980,1189.04     2,243.47,3432.51,2016
2016   36,1980,1220.04     2,374.26,3594.3,2016
2016   36,1979,1242.04     2,194.06,3436.1,2016
2016   37,1979,1238.04     2,355.16,3593.2,2016
2016   37,1978,1204.04     2,203.15,3407.19,2016
2016   38,1978,1298.04     2,320.16,3618.2,2016
2016   38,1977,1308.04     2,246.16,3554.2,2016
2016   39,1977,1356.04     2,349.16,3705.2,2016
2016   39,1976,1285.04     2,302.16,3587.2,2016
2016   40,1976,1339.04     2,310.16,3649.2,2016
2016   40,1975,1400.04     2,288.16,3688.2,2016
2016   41,1975,1378.04     2,496.17,3874.21,2016
2016   41,1974,1485.04     2,430.17,3915.21,2016
2016   42,1974,1492.04     2,434.17,3926.21,2016
2016   42,1973,1648.05     2,522.17,4170.22,2016
2016   43,1973,1683.05     2,735.81,4418.86,2016
2016   43,1972,1807.05     2,969.59,4776.64,2016
2016   44,1972,1823.05     3,26.38,4849.43,2016
2016   44,1971,2054.06     3,194.05,5248.11,2016
2016   45,1971,2164.06     3,394.4,5558.46,2016
2016   45,1970,2386.07     3,544.08,5930.15,2016
2016   46,1970,2422.07     3,686.89,6108.96,2016
2016   46,1969,2439.07     3,813.63,6252.7,2016
2016   47,1969,2441.07     3,806.26,6247.33,2016
2016   47,1968,2492.07     3,996.28,6488.35,2016
2016   48,1968,2632.08     4,109.11,6741.19,2016
2016   48,1967,2750.08     4,270.47,7020.55,2016
2016   49,1967,2928.09     4,445.83,7373.92,2016
2016   49,1966,3163.09     4,707.81,7870.9,2016
2016   50,1966,3145.41     4,843.34,7988.75,2016
2016   50,1965,3572.79     5,432.38,9005.17,2016
2016   51,1965,3631.11     5,443.03,9074.14,2016
2016   51,1964,4032.12     6,121.78,10153.9,2016
2016   52,1964,4095.12     6,402.44,10497.56,2016
2016   52,1963,4447.13     6,861.48,11308.61,2016
2016   53,1963,4569.14     7,41.49,11610.63,2016
2016   53,1962,4913.15     7,370.51,12283.66,2016
2016   54,1962,4929.00     7,656.53,12585.53,2016
2016   54,1961,5284.30     8,153.56,13437.86,2016
2016   55,1961,5406.16     8,335.45,13741.61,2016
2016   55,1960,5802.17     9,1.75,14803.92,2016
2016   56,1960,5767.37     8,833.61,14600.98,2016
2016   56,1959,6170.99     9,445.65,15616.64,2016
2016   57,1959,6213.18     9,693.67,15906.85,2016
2016   57,1958,6446.19    10,117.7,16563.89,2016
2016   58,1958,6410.19    10,90.7,16500.89,2016
2016   58,1957,6990.21    10,777.75,17767.96,2016
2016   59,1957,7007.21    10,883.47,17890.68,2016
2016   59,1956,7284.22    11,472.08,18756.3,2016
2016   60,1956,7341.22    11,303.07,18644.29,2016
2016   60,1955,7551.22    11,568.52,19119.74,2016
2016   61,1955,7325.22    11,749.32,19074.54,2016
2016   61,1954,7951.24    12,599.37,20550.61,2016
2016   62,1954,7928.24    12,342.86,20271.1,2016
2016   62,1953,8361.25    12,548.37,20909.62,2016
2016   63,1953,8094.86    12,393.07,20487.93,2016
2016   63,1952,8608.63    12,942.19,21550.82,2016
2016   64,1952,8543.25    12,929.9,21473.15,2016
2016   64,1951,8854.26    13,373.93,22228.19,2016
2016   65,1951,8975.27    13,311.99,22287.26,2016
2016   65,1950,8962.33    13,446.87,22409.2,2016
2016   66,1950,9096.56    13,194.91,22291.47,2016
2016   66,1949,9541.93    13,854.96,23396.89,2016
2016   67,1949,9733.29    13,763.95,23497.24,2016
2016   67,1948,10432.31    14,374,24806.31,2016
2016   68,1948,10394.31    14,459,24853.31,2016
2016   68,1947,11208.83    15,408.07,26616.9,2016
2016   69,1947,11932.86    16,164.12,28096.98,2016
2016   69,1946,11998.36    16,418.14,28416.5,2016
2016   70,1946,10338.31    13,759.45,24097.76,2016
2016   70,1945,10054.30    13,97.41,23151.71,2016
2016   71,1945,10524.31    13,735.14,24259.45,2016
2016   71,1944,10957.33    14,427.81,25385.14,2016
2016   72,1944,11285.34    14,556.01,25841.35,2016
2016   72,1943,12253.36    15,362.06,27615.42,2016
2016   73,1943,12931.94    16,43.94,28975.88,2016
2016   73,1942,13307.84    16,396.31,29704.15,2016
2016   74,1942,12812.38    15,697.09,28509.47,2016
2016   74,1941,12612.38    15,287.06,27899.44,2016
2016   75,1941,12796.38    15,398.21,28194.59,2016
2016   75,1940,12904.38    15,358.92,28263.3,2016
2016   76,1940,12833.83    15,313.59,28147.42,2016
2016   76,1939,13069.95    15,367.54,28437.49,2016
2016   77,1939,13681.41    15,561.08,29242.49,2016
2016   77,1938,13910.41    15,893.1,29803.51,2016
2016   78,1938,14610.08    15,995.11,30605.19,2016
2016   78,1937,14339.79    15,792.09,30131.88,2016
2016   79,1937,14820.44    16,58.11,30878.55,2016
2016   79,1936,15068.45    16,120.12,31188.57,2016
2016   80,1936,15687.47    16,458.14,32145.61,2016
2016   80,1935,16277.48    16,583.15,32860.63,2016
2016   81,1935,16528.49    16,597.15,33125.64,2016
2016   81,1934,17040.51    17,72.18,34112.69,2016
2016   82,1934,17001.74    16,489.14,33490.88,2016
2016   82,1933,17228.28    16,422.14,33650.42,2016
2016   83,1933,17623.97    16,480.14,34104.11,2016
2016   83,1932,18436.10    17,212.19,35648.29,2016
2016   84,1932,18912.56    17,443.59,36356.15,2016
2016   84,1931,19329.58    17,229.81,36559.39,2016
2016   85,1931,20037.99    17,58.18,37096.17,2016
2016   85,1930,21026.23    17,810.23,38836.46,2016
2016   86,1930,21063.36    17,817.69,38881.05,2016
2016   86,1929,21384.91    17,234.74,38619.65,2016
2016   87,1929,21274.63    16,638.15,37912.78,2016
2016   87,1928,21998.65    17,121.19,39119.84,2016
2016   88,1928,22093.75    16,487.14,38580.89,2016
2016   88,1927,22723.58    16,428.14,39151.72,2016
2016   89,1927,22562.67    15,938.1,38500.77,2016
2016   89,1926,22257.66    15,537.08,37794.74,2016
2016   90,1926,21911.65    14,617.6,36529.25,2016
2016   90,1925,22149.66    14,120.39,36270.05,2016
2016   91,1925,21762.65    13,176.91,34939.56,2016
2016   91,1924,21613.64    12,917.39,34531.03,2016
2016   92,1924,20648.68    11,889.32,32538,2016
2016   92,1923,19711.52    11,8.76,30720.28,2016
2016   93,1923,18550.55    10,63.7,28614.25,2016
2016   93,1922,17997.54     9,367.65,27365.19,2016
2016   94,1922,16698.76     8,310.58,25009.34,2016
2016   94,1921,16400.22     7,863.54,24263.76,2016
2016   95,1921,14829.11     6,961.82,21790.93,2016
2016   95,1920,13591.74     5,838.07,19429.81,2016
2016   96,1920,12391.37     5,123.35,17514.72,2016
2016   96,1919,10969.33     4,490.31,15459.64,2016
2016   97,1919,9024.27     3,375.23,12399.5,2016
2016   97,1918,8865.26     3,114.22,11979.48,2016
2016   98,1918,7575.29     2,639.11,10214.4,2016
2016   98,1917,6765.14     2,230.23,8995.37,2016
2016   99,1917,5639.17     1,726.12,7365.29,2016
2016   99,1916,4813.14     1,414.1,6227.24,2016
2016  100,1916,3978.12     1,69.07,5047.19,2016
2016  100,1915,3626.11,954.07,4580.18,2016
2016  101,1915,2814.08,693.05,3507.13,2016
2016  101,1914,2612.08,563.04,3175.12,2016
2016  102,1914,2056.06,424.03,2480.09,2016
2016  102,1913,1774.05,378.03,2152.08,2016
2016  103,1913,1272.04,236.02,1508.06,2016
2016  103,1912,1146.03,218.02,1364.05,2016
2016  104,1912,833.02,157.01,990.03,2016
2016  104,1911,704.02,92.01,796.03,2016
2016  105,1911,477.87,69.4,547.27,2016
2016  105,1910,393.15,54.61,447.76,2016
2016  106,1910,260.06,44.21,304.27,2016
2016  106,1909,213.95,34.79,248.74,2016
2016  107,1909,164.05,16.23,180.28,2016
2016  107,1908,134.96,12.77,147.73,2016
2016  108,1908,82.85,8.95,91.8,2016
2016  108,1907,68.16,7.05,75.21,2016
2016  109,1907,51.57,3.36,54.93,2016
2016  109,1906,42.43,2.64,45.07,2016
2016  110+,.,85,9,94,2016
2017    0,2017,8676.08    10,907.69,19583.77,2017
2017    0,2016,1191.19     1,561.1,2752.29,2017
2017 1,2016,346.01,452.03,798.04,2017
2017 1,2015,312.01,411.03,723.04,2017
2017 2,2015,220.01,299.02,519.03,2017
2017 2,2014,185.01,284.02,469.03,2017
2017 3,2014,177,241.02,418.02,2017
2017 3,2013,135,220.01,355.01,2017
2017 4,2013,141,163.01,304.01,2017
2017 4,2012,132,162.01,294.01,2017
2017 5,2012,111,144.01,255.01,2017
2017 5,2011,100,156.01,256.01,2017
2017 6,2011,100,109.01,209.01,2017
2017 6,2010,113,133.01,246.01,2017
2017 7,2010,111,121.01,232.01,2017
2017 7,2009,108,146.01,254.01,2017
2017 8,2009,112,125.01,237.01,2017
2017 8,2008,94,123.01,217.01,2017
2017 9,2008,115,125.01,240.01,2017
2017 9,2007,91,117.01,208.01,2017
2017 10,2007,107,153.01,260.01,2017
2017 10,2006,93,141.01,234.01,2017
2017 11,2006,115,153.01,268.01,2017
2017 11,2005,103,151.01,254.01,2017
2017 12,2005,110,190.01,300.01,2017
2017 12,2004,108,193.01,301.01,2017
2017   13,2004,119,204.01,323.01,2017
2017   13,2003,155,224.01,379.01,2017
2017   14,2003,145,279.02,424.02,2017
2017   14,2002,192.01,282.02,474.03,2017
2017   15,2002,189.01,352.02,541.03,2017
2017   15,2001,234.01,444.03,678.04,2017
2017   16,2001,242.01,534.03,776.04,2017
2017   16,2000,269.01,636.04,905.05,2017
2017   17,2000,275.01,662.04,937.05,2017
2017   17,1999,277.01,747.05,1024.06,2017
2017   18,1999,349.01,983.06,1332.07,2017
2017   18,1998,395.01     1,36.07,1431.08,2017
2017   19,1998,410.01     1,227.08,1637.09,2017
2017   19,1997,396.01     1,228.08,1624.09,2017
2017   20,1997,439.01     1,292.08,1731.09,2017
2017   20,1996,466.01     1,341.08,1807.09,2017
2017   21,1996,488.01     1,325.86,1813.87,2017
2017   21,1995,540.01     1,539.32,2079.33,2017
2017   22,1995,531.01     1,578.1,2109.11,2017
2017   22,1994,556.02     1,535.1,2091.12,2017
2017   23,1994,569.02     1,628.1,2197.12,2017
2017   23,1993,636.02     1,760.11,2396.13,2017
2017   24,1993,629.29     1,838.12,2467.41,2017
2017   24,1992,631.74     1,816.11,2447.85,2017
2017   25,1992,707.02     1,949.12,2656.14,2017
2017   25,1991,707.02     1,904.12,2611.14,2017
2017   26,1991,676.02     2,45.13,2721.15,2017
2017   26,1990,736.02     2,53.13,2789.15,2017
2017   27,1990,841.02     2,47.13,2888.15,2017
2017   27,1989,825.02     2,104.13,2929.15,2017
2017   28,1989,854.02     2,90.59,2944.61,2017
2017   28,1988,890.02     2,75.68,2965.7,2017
2017   29,1988,849.02     2,74.13,2923.15,2017
2017   29,1987,806.02     2,44.13,2850.15,2017
2017   30,1987,878.02     2,56.95,2934.97,2017
2017   30,1986,910.03     1,976.3,2886.33,2017
2017   31,1986,933.03     2,159.14,3092.17,2017
2017   31,1985,981.03     2,87.13,3068.16,2017
2017   32,1985,961.03     2,204.14,3165.17,2017
2017   32,1984,1066.03     2,227.14,3293.17,2017
2017   33,1984,1053.03     2,210.61,3263.64,2017
2017   33,1983,1114.03     2,241.67,3355.7,2017
2017   34,1983,1115.03     2,216.14,3331.17,2017
2017   34,1982,1166.03     2,383.15,3549.18,2017
2017   35,1982,1145.03     2,325.15,3470.18,2017
2017   35,1981,1238.03     2,340.15,3578.18,2017
2017   36,1981,1223.03     2,286.14,3509.17,2017
2017   36,1980,1239.03     2,519.16,3758.19,2017
2017   37,1980,1332.04     2,464.2,3796.24,2017
2017   37,1979,1327.04     2,460.12,3787.16,2017
2017   38,1979,1265.03     2,435.15,3700.18,2017
2017   38,1978,1255.03     2,393.15,3648.18,2017
2017   39,1978,1382.04     2,433.15,3815.19,2017
2017   39,1977,1388.04     2,455.16,3843.2,2017
2017   40,1977,1438.04     2,561.92,3999.96,2017
2017   40,1976,1462.04     2,511.4,3973.44,2017
2017   41,1976,1463.04     2,502.16,3965.2,2017
2017   41,1975,1492.04     2,540.16,4032.2,2017
2017   42,1975,1564.04     2,573.16,4137.2,2017
2017   42,1974,1712.05     2,666.17,4378.22,2017
2017   43,1974,1720.05     2,728.17,4448.22,2017
2017   43,1973,1718.05     2,736.17,4454.22,2017
2017   44,1973,1756.05     2,844.18,4600.23,2017
2017   44,1972,1882.05     3,23.19,4905.24,2017
2017   45,1972,2016.06     3,322.21,5338.27,2017
2017   45,1971,2130.06     3,547.22,5677.28,2017
2017   46,1971,2353.07     3,781.24,6134.31,2017
2017   46,1970,2507.07     3,902.25,6409.32,2017
2017   47,1970,2543.07     4,21.25,6564.32,2017
2017   47,1969,2709.07     4,266.27,6975.34,2017
2017   48,1969,2682.07     4,190.26,6872.33,2017
2017   48,1968,2755.08     4,253.27,7008.35,2017
2017   49,1968,2822.08     4,311.27,7133.35,2017
2017   49,1967,2960.08     4,631.29,7591.37,2017
2017   50,1967,3056.08     4,812.44,7868.52,2017
2017   50,1966,3430.09     5,128.19,8558.28,2017
2017   51,1966,3400.09     5,366.34,8766.43,2017
2017   51,1965,3808.11     5,930.37,9738.48,2017
2017   52,1965,3859.11     5,978.38,9837.49,2017
2017   52,1964,4302.12     6,589.42,10891.54,2017
2017   53,1964,4380.12     6,854.43,11234.55,2017
2017   53,1963,4662.13     7,390.47,12052.6,2017
2017   54,1963,4793.13     7,530.48,12323.61,2017
2017   54,1962,5174.14     8,5.51,13179.65,2017
2017   55,1962,5283.15     8,266.52,13549.67,2017
2017   55,1961,5681.16     8,733.55,14414.71,2017
2017   56,1961,5720.16     8,941.72,14661.88,2017
2017   56,1960,6161.17     9,437.44,15598.61,2017
2017   57,1960,6237.44     9,655.6,15893.04,2017
2017   57,1959,6683.91    10,118.65,16802.56,2017
2017   58,1959,6657.18    10,237.65,16894.83,2017
2017   58,1958,6902.19    10,615.67,17517.86,2017
2017   59,1958,6976.19    10,686.68,17662.87,2017
2017   59,1957,7409.20    11,705.74,19114.94,2017
2017   60,1957,7572.21    11,587.32,19159.53,2017
2017   60,1956,7793.22    12,95.18,19888.4,2017
2017   61,1956,7805.45    11,859.75,19665.2,2017
2017   61,1955,8102.99    12,454.79,20557.78,2017
2017   62,1955,8007.22    12,423.94,20431.16,2017
2017   62,1954,8458.23    12,958.67,21416.9,2017
2017   63,1954,8554.24    13,79.83,21634.07,2017
2017   63,1953,8749.24    13,427.85,22177.09,2017
2017   64,1953,8592.78    13,381.85,21974.63,2017
2017   64,1952,9331.71    13,680.37,23012.08,2017
2017   65,1952,9184.25    13,663.39,22847.64,2017
2017   65,1951,9432.26    13,866.85,23299.11,2017
2017   66,1951,9457.26    13,931.88,23389.14,2017
2017   66,1950,9604.27    13,879.88,23484.15,2017
2017   67,1950,9546.26    14,14.24,23560.5,2017
2017   67,1949,10391.29    14,703.58,25094.87,2017
2017   68,1949,10507.29    14,602.92,25110.21,2017
2017   68,1948,11199.31    15,79.95,26279.26,2017
2017   69,1948,11182.40    15,198.07,26380.47,2017
2017   69,1947,12325.25    16,328.92,28654.17,2017
2017   70,1947,12927.36    17,105.5,30032.86,2017
2017   70,1946,12943.36    17,84.66,30028.02,2017
2017   71,1946,10984.30    14,771.93,25756.23,2017
2017   71,1945,10881.30    14,22.89,24904.19,2017
2017   72,1945,11276.48    14,259.02,25535.5,2017
2017   72,1944,12256.17    15,195.84,27452.01,2017
2017   73,1944,12207.34    15,191.96,27399.3,2017
2017   73,1943,13180.36    16,468.04,29648.4,2017
2017   74,1943,13894.38    17,80.08,30974.46,2017
2017   74,1942,14302.40    17,505.11,31807.51,2017
2017   75,1942,13764.38    16,446.04,30210.42,2017
2017   75,1941,13617.38    15,914.01,29531.39,2017
2017   76,1941,13588.38    15,987.01,29575.39,2017
2017   76,1940,13843.38    15,902.01,29745.39,2017
2017   77,1940,13971.39    16,319.03,30290.42,2017
2017   77,1939,14219.39    15,967.01,30186.4,2017
2017   78,1939,14650.41    16,72.02,30722.43,2017
2017   78,1938,15103.42    16,871.07,31974.49,2017
2017   79,1938,15654.43    16,917.07,32571.5,2017
2017   79,1937,15584.43    17,120.08,32704.51,2017
2017   80,1937,16026.33    16,832.06,32858.39,2017
2017   80,1936,16240.56    16,922.07,33162.63,2017
2017   81,1936,16496.46    17,140.08,33636.54,2017
2017   81,1935,17294.48    17,298.09,34592.57,2017
2017   82,1935,17444.79    17,345.1,34789.89,2017
2017   82,1934,18517.21    17,988.14,36505.35,2017
2017   83,1934,18173.50    17,283.09,35456.59,2017
2017   83,1933,18168.50    17,226.09,35394.59,2017
2017   84,1933,18803.52    17,261.09,36064.61,2017
2017   84,1932,19941.55    17,879.13,37820.68,2017
2017   85,1932,19809.55    17,573.11,37382.66,2017
2017   85,1931,20447.57    17,814.13,38261.7,2017
2017   86,1931,20608.16    17,388.03,37996.19,2017
2017   86,1930,21900.01    18,298.22,40198.23,2017
2017   87,1930,22129.61    17,709.12,39838.73,2017
2017   87,1929,22152.61    17,455.1,39607.71,2017
2017   88,1929,21573.60    16,581.05,38154.65,2017
2017   88,1928,22665.63    16,932.07,39597.7,2017
2017   89,1928,22067.90    16,103.02,38170.92,2017
2017   89,1927,22819.34    16,103.02,38922.36,2017
2017   90,1927,22607.63    15,153.1,37760.73,2017
2017   90,1926,22539.62    14,705.78,37245.4,2017
2017   91,1926,21425.59    13,392.85,34818.44,2017
2017   91,1925,22024.61    13,22.82,35047.43,2017
2017   92,1925,20627.57    12,53.76,32681.33,2017
2017   92,1924,21139.58    12,31.76,33171.34,2017
2017   93,1924,19212.53    10,338.65,29551.18,2017
2017   93,1923,18697.52     9,907.63,28605.15,2017
2017   94,1923,17224.48     8,541.54,25766.02,2017
2017   94,1922,16673.46     8,133.51,24806.97,2017
2017   95,1922,14887.41     6,883.44,21770.85,2017
2017   95,1921,15209.42     6,810.43,22019.85,2017
2017   96,1921,12859.36     5,498.35,18357.71,2017
2017   96,1920,12062.33     4,983.32,17045.65,2017
2017   97,1920,10549.29     4,74.26,14623.55,2017
2017   97,1919,9302.26     3,458.22,12760.48,2017
2017   98,1919,7356.20     2,470.16,9826.36,2017
2017   98,1918,7356.20     2,503.16,9859.36,2017
2017   99,1918,6001.17     1,897.12,7898.29,2017
2017   99,1917,5315.15     1,628.1,6943.25,2017
2017  100,1917,4223.12     1,139.07,5362.19,2017
2017  100,1916,3916.11     1,33.07,4949.18,2017
2017  101,1916,3027.08,787.05,3814.13,2017
2017  101,1915,2628.07,594.04,3222.11,2017
2017  102,1915,2006.06,498.03,2504.09,2017
2017  102,1914,1841.05,388.02,2229.07,2017
2017  103,1914,1322.04,269.02,1591.06,2017
2017  103,1913,1223.03,222.01,1445.04,2017
2017  104,1913,854.02,131.01,985.03,2017
2017  104,1912,763.02,108.01,871.03,2017
2017  105,1912,544.53,73.33,617.86,2017
2017  105,1911,447.5,57.68,505.18,2017
2017  106,1911,277.75,36.94,314.69,2017
2017  106,1910,228.26,29.06,257.32,2017
2017  107,1910,162.48,21.27,183.75,2017
2017  107,1909,133.53,16.73,150.26,2017
2017  108,1909,93.32,9.52,102.84,2017
2017  108,1908,76.69,7.49,84.18,2017
2017  109,1908,40.62,3.92,44.54,2017
2017  109,1907,33.38,3.08,36.46,2017
2017  110+,.,86,10,96,2017
2018    0,2018,8224.21    10,573.79,18798,2018
2018    0,2017,1175.03     1,496.11,2671.14,2018
2018 1,2017,313.01,425.03,738.04,2018
2018 1,2016,304.01,408.03,712.04,2018
2018 2,2016,206.01,300.02,506.03,2018
2018 2,2015,229.01,310.02,539.03,2018
2018 3,2015,156,233.02,389.02,2018
2018 3,2014,135,221.02,356.02,2018
2018 4,2014,120,174.01,294.01,2018
2018 4,2013,124,172.01,296.01,2018
2018 5,2013,123,145.01,268.01,2018
2018 5,2012,107,149.01,256.01,2018
2018 6,2012,88,113.01,201.01,2018
2018 6,2011,124,135.01,259.01,2018
2018 7,2011,88,121.01,209.01,2018
2018 7,2010,88,122.01,210.01,2018
2018 8,2010,110,114.01,224.01,2018
2018 8,2009,111,122.01,233.01,2018
2018 9,2009,99,119.01,218.01,2018
2018 9,2008,106,146.01,252.01,2018
2018 10,2008,108,105.01,213.01,2018
2018 10,2007,114,144.01,258.01,2018
2018 11,2007,114,135.01,249.01,2018
2018 11,2006,133,112.01,245.01,2018
2018 12,2006,117,163.01,280.01,2018
2018 12,2005,135,174.01,309.01,2018
2018   13,2005,143,188.01,331.01,2018
2018   13,2004,140,205.02,345.02,2018
2018   14,2004,153,274.02,427.02,2018
